name,cost_text,coordinates,rooms,desc,available_date,property_type,nearest_schools
607/146 Bellerine Street Geelong VIC 3220,$600.00 per week,"[-38.1535434, 144.3635281]","['2 Beds', '2 Baths', '1 Parking']","Located on the 6th floor of the G1 Apartment building in the heart of Geelong's medical district, this fully furnished luxurious two bedroom apartment with roof top deck, offers sweeping views across Corio Bay and is designed for convenience and lifestyle. ",Available Now,House,"['0.6 km away', '0.9 km away', '1 km away']"
808/243 Franklin Street Melbourne VIC 3000,$500,"[-37.809763, 144.9569891]","['2 Beds', '1 Bath', '− Parking']",Christian Hidayat,"Tuesday, 18th October 2022",Apartment / Unit / Flat,"['1.4 km away', '1.4 km away']"
39 Castleton Road Viewbank VIC 3084,$895.00,"[-37.7310946, 145.0939445]","['5 Beds', '3 Baths', '3 Parking']","This is a rare opportunity in an idyllic and tightly held pocket of Viewbank where you and your family can enjoy a stunning leafy neighbourhood, beautiful gardens and an inviting and lovingly maintained home that is poised and ready for family life. Best of all, you will be positioned within the catchment zones for both Viewbank College and Viewbank Primary School!",Available Now,House,"['0.5 km away', '1.3 km away']"
42 Barberr Drive Hoppers Crossing VIC 3029,$495,"[-37.8699681, 144.6793748]","['4 Beds', '2 Baths', '2 Parking']","This single storey home Located at Cambridge Estate and walking distance to Cambridge Primary School and Pacific Werribee. The Public bus stop are just step away from the house. 
- Large Master Bedroom with Large Ensuite 
- Second Bedroom with Double Build-In-Robe
- Third Bedroom with Double Built-In-Robe. 
- Fourth Bedroom with Double Built-In-Robe. 
- 2 Separate Living areas with floorboard",Available Now,House,"['0.4 km away', '1.4 km away']"
6 Maspeth Crescent Point Cook VIC 3030,$450,"[-37.890783, 144.7117076]","['4 Beds', '2 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Thursday, 3rd November 2022",House,"['1.3 km away', '1.9 km away']"
3/10 Ashby Grove Eaglemont VIC 3084,$440.00,"[-37.7671267, 145.0521584]","['2 Beds', '1 Bath', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,Apartment / Unit / Flat,"['0.8 km away', '2.7 km away', '5.7 km away']"
26 Angus Avenue Altona North VIC 3025,$420,"[-37.8364048, 144.856943]","['3 Beds', '1 Bath', '3 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['0.7 km away', '6.3 km away']"
210/2 Murray Street Brunswick West VIC 3055,$550 weekly,"[-37.7596354, 144.9441224]","['2 Beds', '1 Bath', '1 Parking']","This stunning apartment boasts 2 huge bedrooms, master with ensuite, and separate shared bathroom located on level 2 of the INC development in Brunswick West. Located only approx 5.5km from Melbourne's CBD and steps from public transport on Melville Road, this apartment ensures a private living experience. Features include: - 2 Huge bedrooms with B.I.R - 2 Spacious bathrooms - Open plan living","Thursday, 6th October 2022",Apartment / Unit / Flat,"['0.4 km away', '1.7 km away']"
39 Hinkins Street Moonee Ponds VIC 3039,$690 per week,"[-37.7677904, 144.9264717]","['2 Beds', '2 Baths', '1 Parking']",Andrew D'Aprano,"Tuesday, 15th November 2022",House,"['0.7 km away', '1.7 km away', '8.8 km away']"
1410/265 Exhibition Street Melbourne VIC 3000,$750 pw,"[-37.8095971, 144.9692227]","['3 Beds', '2 Baths', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,Apartment / Unit / Flat,"['0.8 km away', '1.8 km away']"
511/626 Heidelberg Road Alphington VIC 3078,$420.00,"[-37.7828285, 145.0264786]","['1 Bed', '1 Bath', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,Apartment / Unit / Flat,"['0.5 km away', '2.9 km away', '4 km away']"
1/25 Kumara Circuit South Morang VIC 3752,$410PW/$1782PCM,"[-37.6344833, 145.0855666]","['2 Beds', '1 Bath', '1 Parking']","These premium townhouses are surrounded by mountains, lakes, and gumtrees in the leafy suburb of South Morang. The property features a spacious living area, perfect for a growing family.",Available Now,Townhouse,"['0.8 km away', '7.2 km away']"
48 Hothlyn Drive Craigieburn VIC 3064,$495 p/w,"[-37.6035183, 144.941353]","['5 Beds', '2 Baths', '3 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['0.8 km away', '0.8 km away']"
8 Gold Street Aintree VIC 3336,$450 pw,"[-37.7180616, 144.6564179]","['4 Beds', '2 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Friday, 4th November 2022",House,"['6.3 km away', '8.8 km away']"
9 Andaman Drive Craigieburn VIC 3064,$550 Per Week,"[-37.5861333, 144.8986042]","['5 Beds', '3 Baths', '2 Parking']","LJ Hooker Craigieburn is proud to present this family stunner positioned in a quiet pocket with a lovely views of Mt Aitken and Craigieburn all at your doorstep it is all to be seen as well as having great services around such as shops, schools, public transport services, parks and much more to admire.",Available Now,House,"['0.8 km away', '1.6 km away']"
31 Kenswick Street Point Cook VIC 3030,$420 per week,"[-37.910907, 144.7710924]","['3 Beds', '2 Baths', '2 Parking']","Designed without compromise to provide space, light and luxurious living the Bowery townhouse offers a relaxed and low maintenance lifestyle with practical conveniences.",Available Now,House,"['0.2 km away', '0.6 km away', '2.6 km away']"
302/7 Thomas Holmes Street Maribyrnong VIC 3032,$450 weekly,"[-37.7836643, 144.8926529]","['2 Beds', '2 Baths', '1 Parking']","This two bedroom unique apartment offer a rare and exclusive opportunity to enjoy an area rich in riverside nature, with all the convenience of a modern, inner-city lifestyle. ",Available Now,House,"['0.6 km away', '0.9 km away', '3.3 km away']"
8/142 New Street Brighton VIC 3186,$515.00,"[-37.9178144, 144.9931332]","['2 Beds', '1 Bath', '1 Parking']",Ben McDonald,"Monday, 10th October 2022",Apartment / Unit / Flat,"['0.5 km away', '2.3 km away', '6.1 km away']"
304C/59 John Street Brunswick East VIC 3057,$500,"[-37.7707912, 144.9769576]","['2 Beds', '2 Baths', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Wednesday, 9th November 2022",Apartment / Unit / Flat,"['0.7 km away', '1.2 km away', '1.2 km away']"
17b Madeley St Ocean Grove VIC 3226,$700.00,"[-38.2613068, 144.5228558]","['3 Beds', '2 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Thursday, 3rd November 2022",Townhouse,"['0.3 km away', '1.7 km away', '8.3 km away']"
8 Battersea Rise Ocean Grove VIC 3226,$600.00,"[-38.2617833, 144.5515756]","['3 Beds', '2 Baths', '− Parking', '553m² ']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Monday, 17th October 2022",House,"['0.9 km away', '7.9 km away']"
117 John Dory Dr Ocean Grove VIC 3226,$580.00,"[-38.2596683, 144.5468239]","['3 Beds', '2 Baths', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['0.5 km away', '7.7 km away']"
21 Summerlea Road Narre Warren VIC 3805,$380 Per Week,"[-38.0127224, 145.3016708]","['3 Beds', '1 Bath', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['0.7 km away', '0.9 km away', '18.3 km away']"
2/1 Oak Grove Brighton VIC 3186,"$1,125 per week","[-37.9021502, 145.0014906]","['4 Beds', '2 Baths', '2 Parking']",Heidi Rodgers,"Saturday, 29th October 2022",Townhouse,"['1.1 km away', '2.5 km away', '6 km away']"
1/864 Hampton Street Brighton East VIC 3187,"$1,600","[-37.9109269, 145.0077593]","['3 Beds', '4 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['0.5 km away', '1.4 km away', '5.1 km away']"
19 Quadrant Approach Williams Landing VIC 3027,$460 Per Week,"[-37.8624061, 144.7350082]","['4 Beds', '3 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['0.9 km away', '2.1 km away', '2.6 km away']"
862 Hampton Street Brighton VIC 3186,"$1,800","[-37.9110585, 145.0076531]","['4 Beds', '4 Baths', '3 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['0.5 km away', '1.4 km away', '5.1 km away']"
2 Wagner Close Cranbourne East VIC 3977,$395,"[-38.11480299999999, 145.3069406]","['3 Beds', '2 Baths', '1 Parking', '443.54m² ']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Monday, 10th October 2022",House,"['1 km away', '1.1 km away', '14.4 km away']"
2/124 West Fyans Street Newtown VIC 3220,$590,"[-38.1588003, 144.3407009]","['3 Beds', '2 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Monday, 31st October 2022",Townhouse,"['0.6 km away', '1.6 km away', '2.1 km away']"
2105/639 Lonsdale Street Melbourne VIC 3000,$520/W Unfurnished,"[-37.8150689, 144.9534096]","['2 Beds', '1 Bath', '− Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,Apartment / Unit / Flat,['2 km away']
15 Oliver Court Narre Warren South VIC 3805,580 P.W,"[-38.0493767, 145.2970924]","['4 Beds', '2 Baths', '4 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['1 km away', '15.6 km away', '24.7 km away']"
15 Orr Street Manifold Heights VIC 3218,$690.00,"[-38.1340092, 144.3357418]","['5 Beds', '2 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Friday, 4th November 2022",House,"['0.3 km away', '1.4 km away', '2.2 km away']"
8303/228 La Trobe Street Melbourne VIC 3000,$870 W Furnished Car Space Optional,"[-37.8097514, 144.9626141]","['2 Beds', '2 Baths', '− Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,Apartment / Unit / Flat,"['1 km away', '1.5 km away']"
54 Tobin Way Lyndhurst VIC 3975,$525 Per Week,"[-38.0634415, 145.2503072]","['4 Beds', '2 Baths', '1 Parking']",In the very serene and quiet location is this well positioned beauty to now call your home. ,Available Now,House,"['1.3 km away', '2.2 km away', '11.3 km away']"
13/55 Moreland Street Footscray VIC 3011,$500,"[-37.8044397, 144.9064252]","['2 Beds', '1 Bath', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Thursday, 10th November 2022",Apartment / Unit / Flat,"['0.6 km away', '1.8 km away', '1.8 km away']"
3/269 Williams Road South Yarra VIC 3141,$600 per week,"[-37.8413629, 145.0043075]","['2 Beds', '2 Baths', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Wednesday, 12th October 2022",Townhouse,"['0.6 km away', '1.6 km away', '2.3 km away']"
21 Highfield Road Cairnlea VIC 3023,$450 Per Week,"[-37.76511070000001, 144.7963373]","['3 Beds', '2 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Monday, 24th October 2022",House,"['1.2 km away', '1.9 km away', '2.4 km away']"
2/66A Gould Street Frankston VIC 3199,$520 pw,"[-38.1338756, 145.1220953]","['3 Beds', '2 Baths', '1 Parking']",This split level freshly painted townhouse in prestigious Gould Street is everything you have been looking for. ,Available Now,Townhouse,"['1.4 km away', '2.4 km away', '2.4 km away']"
22 Grassland Drive Point Cook VIC 3030,$620,"[-37.9116285, 144.7268306]","['4 Beds', '2 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['1.1 km away', '2.8 km away']"
24 Bonsallo Walk Tarneit VIC 3029,$400 per week,"[-37.835099, 144.6510302]","['3 Beds', '2 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Friday, 28th October 2022",Townhouse,"['1.3 km away', '2.5 km away', '2.6 km away']"
G02/23 Kurneh Place South Yarra VIC 3141,$3000 Per Week,"[-37.8338574, 144.9845385]","['3 Beds', '3 Baths', '2 Parking']",Evelyne Surja,Available Now,Apartment / Unit / Flat,"['0.8 km away', '2.1 km away', '2.4 km away']"
161 Albion Street Brunswick West VIC 3055,$480.00,"[-37.7609617, 144.9657547]","['2 Beds', '1 Bath', '− Parking']","Located in a desirable pocket of Brunswick West with the vibrant lifestyle of Sydney Road at your doorstep, sits this freshly painted low maintenance two-bedroom property. Comprising of a spacious kitchen area with ample cupboard storage and a new freestanding gas cooker, Two good sized bedrooms, a fully equipped bathroom and separate Laundry, split system heating and cooling to ensure complete","Friday, 7th October 2022",House,"['0.7 km away', '1.4 km away', '1.9 km away']"
103/265 Grange Road Ormond VIC 3204,$430 per week,"[-37.9008777, 145.0442989]","['2 Beds', '1 Bath', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Wednesday, 12th October 2022",Apartment / Unit / Flat,"['0.8 km away', '1.8 km away', '3.3 km away']"
1601/28-44 Bouverie Street Carlton VIC 3053,$470 weekly,"[-37.8057895, 144.9618167]","['1 Bed', '1 Bath', '− Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Monday, 10th October 2022",Apartment / Unit / Flat,"['0.8 km away', '1.1 km away']"
3 Magnetic Avenue Point Cook VIC 3030,$525.00 per week,"[-37.904411, 144.7391011]","['5 Beds', '3 Baths', '2 Parking']","This wonderful home located in the prime location of Alamanda (within Alamanda school zone) boasts luxury and space. Consisting of 5 bedrooms catering for a guest room with walk in robe and ensuite, a master bedroom with walk in robe, ensuite and a private balcony and 3 other bedrooms all with built in robes (bedrooms 2 &amp; 3 with shared access to the main bathroom). This beautiful home also has an","Thursday, 10th November 2022",House,"['0.5 km away', '2.8 km away']"
11 Casale Court Frankston VIC 3199,$595 per week,"[-38.1740914, 145.1506255]","['4 Beds', '2 Baths', '3 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Friday, 21st October 2022",House,"['0.4 km away', '0.8 km away', '3.2 km away']"
2/62 Hillside Street Springvale VIC 3171,$470 weekly,"[-37.9356041, 145.166365]","['2 Beds', '1 Bath', '2 Parking']","This residence located a few minutes drive to Waverley Gardens Shopping Centre, walking distance to Wellington Secondary College and local shops.","Wednesday, 5th October 2022",House,"['0.4 km away', '0.8 km away', '9.2 km away']"
2/10 Santander Crescent Point Cook VIC 3030,$350 per week,"[-37.8956864, 144.7372366]","['2 Beds', '1 Bath', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,Apartment / Unit / Flat,"['0.7 km away', '1.1 km away', '1.3 km away']"
48 Stringyleaf Street Botanic Ridge VIC 3977,$520 per week,"[-38.1475483, 145.2881436]","['4 Beds', '2 Baths', '1 Parking', '294m² ']",OBRIEN REAL ESTATE EXPRESS APPROVAL PROPERTY - This property is available for our express application process. If you like what you see you can then apply for the property. ,"Friday, 4th November 2022",House,"['0.4 km away', '4.4 km away', '13.2 km away']"
 2/5 Murrumbeena Road Murrumbeena VIC 3163,$480.00,"[-37.8851775, 145.066932]","['2 Beds', '1 Bath', '1 Parking']",Katie Love,"Thursday, 3rd November 2022",Apartment / Unit / Flat,"['0.3 km away', '2.5 km away', '4.6 km away']"
35 Tedcastle Drive Aintree VIC 3336,$440 pw,"[-37.7172767, 144.6762878]","['4 Beds', '2 Baths', '2 Parking', '400m² ']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Wednesday, 12th October 2022",House,"['4.5 km away', '10.4 km away']"
8 Geraldine Ct Melton VIC 3337,$390,"[-37.6717398, 144.5778432]","['4 Beds', '2 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Wednesday, 30th November 2022",House,"['0.7 km away', '0.7 km away', '1.3 km away']"
3201/11 Bale Circuit Southbank VIC 3006,$600 per week,"[-37.8261356, 144.9628643]","['2 Beds', '2 Baths', '− Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,Apartment / Unit / Flat,"['0.9 km away', '2.2 km away', '3.5 km away']"
106 Templewood Cres Avondale Heights VIC 3034,$700 per week,"[-37.7614484, 144.8680079]","['4 Beds', '2 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Friday, 4th November 2022",House,"['0.8 km away', '2.2 km away', '2.3 km away']"
