name,cost_text,coordinates,rooms,desc,available_date,property_type,nearest_schools
4/22 Magnolia Road Gardenvale VIC 3185,$245 weekly,"[-37.8991879, 145.0102208]","['1 Bed', '1 Bath', '− Parking']",Leasing Concierge,"Friday, 7th October 2022",Apartment / Unit / Flat,"['0.7 km away', '2.5 km away', '5.5 km away']"
4/49A Tennyson Street Elwood VIC 3184,$415 weekly,"[-37.8766921, 144.9887433]","['2 Beds', '1 Bath', '− Parking']",Leasing Concierge,"Thursday, 6th October 2022",Apartment / Unit / Flat,"['0.5 km away', '0.7 km away', '6 km away']"
19/60 Wattletree Road Armadale VIC 3143,$825 Per Week,"[-37.8619226, 145.0210879]","['3 Beds', '2 Baths', '2 Parking']",Tom Koller,Available Now,Apartment / Unit / Flat,"['3 km away', '7.5 km away', '8 km away']"
2/876 Hampton Street Brighton VIC 3186,$650.00,"[-37.910038, 145.008045]","['3 Beds', '1 Bath', '1 Parking']",Carolyn Stephens,"Friday, 7th October 2022",Apartment / Unit / Flat,"['0.5 km away', '1.5 km away', '5.1 km away']"
311/39 Park Street South Melbourne VIC 3205,$600 per week,"[-37.83340219999999, 144.9690569]","['2 Beds', '2 Baths', '1 Parking']",Leasing Team,Available Now,Apartment / Unit / Flat,"['1 km away', '2.3 km away', '2.4 km away']"
8/9 Celeste Court St Kilda East VIC 3183,$300 weekly,"[-37.8627724, 145.0091016]","['1 Bed', '1 Bath', '− Parking']",Leasing Concierge,Available Now,Apartment / Unit / Flat,"['1.3 km away', '2 km away', '6.6 km away']"
1011/77 Queens Road Melbourne VIC 3004,$590,"[-37.85271110000001, 144.9797274]","['2 Beds', '2 Baths', '1 Parking']",Kim Te,"Friday, 28th October 2022",Apartment / Unit / Flat,"['1 km away', '1.5 km away', '3.3 km away']"
24/723 Orrong Road Toorak VIC 3142,$670 per week,"[-37.8390217, 145.0141166]","['3 Beds', '1 Bath', '1 Parking']",Hudson Keppell,"Wednesday, 5th October 2022",Apartment / Unit / Flat,"['0.8 km away', '1.8 km away', '2.4 km away']"
3/17 Moorhouse Street Richmond VIC 3121,$650 per week,"[-37.8174985, 144.9911161]","['2 Beds', '2 Baths', '1 Parking']",Ella Vander Sluys,"Friday, 28th October 2022",Apartment / Unit / Flat,"['0.6 km away', '0.9 km away', '1 km away']"
1/24 Charlton Cres Reservoir VIC 3073,$425 weekly,"[-37.7181931, 145.0239077]","['2 Beds', '1 Bath', '1 Parking']",Rebecca Pace,Available Now,Townhouse,"['0.4 km away', '0.7 km away']"
201/136 Murray Street Caulfield VIC 3162,$430 per week,"[-37.8859667, 145.0219468]","['2 Beds', '1 Bath', '1 Parking']",Dimitra Kerhoulas,"Wednesday, 9th November 2022",Apartment / Unit / Flat,"['0.3 km away', '1.4 km away', '5.7 km away']"
4/82 Buckingham Street Richmond VIC 3121,$450 per week,"[-37.8142469, 145.0039719]","['1 Bed', '1 Bath', '1 Parking']",Alanna Maunder,"Monday, 24th October 2022",Apartment / Unit / Flat,"['0.3 km away', '0.4 km away', '0.4 km away']"
2/445 Glenferrie Road Malvern VIC 3144,$800 per week,"[-37.8441543, 145.0311439]","['3 Beds', '1 Bath', '3 Parking']",Evelyne Surja,"Wednesday, 26th October 2022",Apartment / Unit / Flat,"['1.3 km away', '1.4 km away', '7.9 km away']"
3/46 Foam Street Elwood VIC 3184,$490 weekly,"[-37.8879604, 144.9887433]","['2 Beds', '1 Bath', '1 Parking']",Marcela Barragan,Available Now,Apartment / Unit / Flat,"['0.7 km away', '0.8 km away', '7.8 km away']"
72B Ardoyne St Black Rock VIC 3193,"$1,200.00","[-37.9726509, 145.0248363]","['3 Beds', '2 Baths', '2 Parking']",Molly Rogerson,"Friday, 4th November 2022",House,"['0.4 km away', '1.3 km away', '2.7 km away']"
14/65 George Street Fitzroy VIC 3065,$330.00,"[-37.8066069, 144.9802657]","['1 Bed', '1 Bath', '− Parking']",Jayde Cashion,Available Now,Apartment / Unit / Flat,"['0.8 km away', '1 km away', '7.3 km away']"
G03/1271-1273 High Street Malvern VIC 3144,$800.00,"[-37.8569327, 145.0337032]","['2 Beds', '2 Baths', '2 Parking']",Danielle Crumblehulme,"Wednesday, 19th October 2022",Apartment / Unit / Flat,"['0.1 km away', '2.2 km away', '8.1 km away']"
3/10 Adelaide Street Murrumbeena VIC 3163,$300 per week,"[-37.8872275, 145.0687842]","['1 Bed', '1 Bath', '1 Parking']",Emma Watkinson,Available Now,Apartment / Unit / Flat,"['0.2 km away', '2.7 km away', '4.4 km away']"
43 Bevan Street Albert Park VIC 3206,$470.00,"[-37.84008300000001, 144.955978]","['1 Bed', '1 Bath', '− Parking']",Matthew Curnow,Available Now,House,"['0.4 km away', '0.9 km away', '1.3 km away']"
17/29 Kooyong Road Armadale VIC 3143,$300 Per Week,"[-37.8602979, 145.0194829]","['1 Bed', '1 Bath', '1 Parking']",Hudson Keppell,Available Now,Apartment / Unit / Flat,"['0.9 km away', '3.2 km away', '7.3 km away']"
5/548 Moreland Road Brunswick West VIC 3055,$260,"[-37.752173, 144.934579]","['1 Bed', '1 Bath', '1 Parking']",David Passaro,Available Now,Apartment / Unit / Flat,"['0.7 km away', '1.8 km away', '9.5 km away']"
72B Napier Street South Melbourne VIC 3205,$495.00,"[-37.8348002, 144.9664492]","['2 Beds', '2 Baths', '1 Parking']",Matthew Curnow,Available Now,Apartment / Unit / Flat,"['0.7 km away', '2 km away', '2.2 km away']"
3/4 Beverley Street Glen Huntly VIC 3163,$450 per week,"[-37.8916589, 145.0392182]","['2 Beds', '1 Bath', '2 Parking']",Carnegie Leasing,Available Now,Apartment / Unit / Flat,"['0.7 km away', '0.7 km away', '4.4 km away']"
4/31-33 O'Connor Street Brunswick East VIC 3057,$650.00,"[-37.7733665, 144.972983]","['2 Beds', '2 Baths', '1 Parking']",Kathryn  Ambesi,"Tuesday, 1st November 2022",Townhouse,"['0.6 km away', '1.3 km away', '1.6 km away']"
5/31-33 O'Connor Street Brunswick East VIC 3057,$900.00,"[-37.7733665, 144.972983]","['3 Beds', '3 Baths', '2 Parking']",Kathryn  Ambesi,"Tuesday, 1st November 2022",Townhouse,"['0.6 km away', '1.3 km away', '1.6 km away']"
20 Davison Street Richmond VIC 3121,$550,"[-37.81215359999999, 145.0080254]","['2 Beds', '1 Bath', '− Parking']",Barbara  Thomas,"Wednesday, 5th October 2022",House,"['0.3 km away', '0.8 km away', '0.8 km away']"
62 Hawksburn Road South Yarra VIC 3141,"$1,200.00","[-37.8414339, 145.0021284]","['4 Beds', '2 Baths', '2 Parking']",Danielle Crumblehulme,"Thursday, 13th October 2022",House,"['0.8 km away', '1.5 km away', '2.4 km away']"
20 Flourish Walk Doreen VIC 3754,$350,"[-37.6184869, 145.1255473]","['2 Beds', '1 Bath', '1 Parking']",Mary Gandolfo,"Friday, 28th October 2022",Apartment / Unit / Flat,"['0.5 km away', '2.3 km away']"
46A & 46B Turner Road Highett VIC 3190,$995 pw,"[-37.9519879, 145.0535797]","['4 Beds', '2 Baths', '2 Parking']",Stella Patselis,Available Now,Townhouse,"['1.1 km away', '1.3 km away', '2.9 km away']"
3/21 Brickwood St Brighton VIC 3186,$510 weekly,"[-37.8953165, 144.9971771]","['2 Beds', '1 Bath', '1 Parking']",Leasing Concierge,"Tuesday, 4th October 2022",Apartment / Unit / Flat,"['0.4 km away', '1.9 km away', '6.7 km away']"
16 Spring Street Prahran VIC 3181,$550.00,"[-37.8506075, 145.0038932]","['2 Beds', '1 Bath', '− Parking']",Danielle Crumblehulme,Available Now,House,"['0.8 km away', '1.1 km away', '3.3 km away']"
66 Albany Road Toorak VIC 3142,$770 Per Week,"[-37.8437895, 145.0200482]","['3 Beds', '2 Baths', '2 Parking']",Evelyne Surja,Available Now,House,"['2.3 km away', '6.9 km away', '9.9 km away']"
118 Normanby Avenue Thornbury VIC 3071,$750 per week,"[-37.7581044, 144.9893888]","['3 Beds', '1 Bath', '2 Parking']",Janelle De Iesi,Available Now,House,"['0.7 km away', '0.7 km away', '1.8 km away']"
27 Pepperell Lane Malvern East VIC 3145,$780 per week,"[-37.8773116, 145.059272]","['3 Beds', '1 Bath', '− Parking']",Anthony Verrocchi,"Tuesday, 18th October 2022",House,"['0.6 km away', '2.1 km away', '5.5 km away']"
Unit 101m/201 Powlett Street East Melbourne VIC 3002,$490 per week,"[-37.8096583, 144.9856197]","['2 Beds', '1 Bath', '1 Parking']",Briana Craig,Available Now,Apartment / Unit / Flat,"['0.9 km away', '7.7 km away']"
9/21 Rockley Road South Yarra VIC 3141,$400.00,"[-37.837338, 144.9997572]","['1 Bed', '1 Bath', '1 Parking']",Melissa Austin,"Monday, 17th October 2022",Apartment / Unit / Flat,"['0.8 km away', '1.8 km away', '2.1 km away']"
4/28 Banksia Street Clayton VIC 3168,$420.00 Per Week,"[-37.9164464, 145.1191401]","['3 Beds', '1 Bath', '1 Parking']",Jonathan Boon,"Friday, 7th October 2022",Townhouse,"['0.6 km away', '0.9 km away', '2.7 km away']"
22/174 Peel Street Windsor VIC 3181,$570 per week,"[-37.8562257, 144.9915371]","['2 Beds', '2 Baths', '1 Parking']",Leasing Team,Available Now,Apartment / Unit / Flat,"['0.4 km away', '0.5 km away', '2.9 km away']"
35/233 Canterbury Road St Kilda West VIC 3182,$360.00,"[-37.85915, 144.976195]","['1 Bed', '1 Bath', '1 Parking']",Annie Gillan,"Friday, 28th October 2022",Apartment / Unit / Flat,"['0.2 km away', '3 km away', '3.9 km away']"
2/31 Howitt Street South Yarra VIC 3141,$320 per week,"[-37.84677610000001, 145.0028171]","['1 Bed', '1 Bath', '− Parking']",Joshua Ling,Available Now,Apartment / Unit / Flat,"['0.7 km away', '1.1 km away', '2.9 km away']"
2/17 Railway Parade Murrumbeena VIC 3163,$360 per week,"[-37.8917224, 145.0693442]","['1 Bed', '1 Bath', '1 Parking']",Leasing Team,Available Now,Apartment / Unit / Flat,"['0.6 km away', '2.8 km away', '3.9 km away']"
4/653 Park Street Brunswick VIC 3056,$380.00,"[-37.7782764, 144.9649911]","['1 Bed', '1 Bath', '1 Parking']",Melissa Austin,Available Now,Apartment / Unit / Flat,"['0.4 km away', '0.6 km away', '2.5 km away']"
815/91 Galada Avenue Parkville VIC 3052,$480,"[-37.7786173, 144.9393063]","['2 Beds', '2 Baths', '1 Parking']",Christian Hidayat,Available Now,Apartment / Unit / Flat,"['0.6 km away', '0.7 km away']"
53 Autumn Terrace Clayton South VIC 3169,"$530pw/$2,303pcm","[-37.9389426, 145.138672]","['3 Beds', '2 Baths', '1 Parking']",Kobe Shandley,"Monday, 24th October 2022",Townhouse,"['0.3 km away', '0.5 km away', '6.9 km away']"
2/16 Vale St St Kilda VIC 3182,$320 weekly,"[-37.8661523, 144.9833623]","['1 Bed', '1 Bath', '1 Parking']",Leasing Concierge,Available Now,Apartment / Unit / Flat,"['0.5 km away', '1.8 km away', '4.9 km away']"
3/107 Park Crescent Williamstown North VIC 3016,$500.00,"[-37.8540999, 144.875808]","['2 Beds', '1 Bath', '1 Parking']",April Langley,"Tuesday, 25th October 2022",Apartment / Unit / Flat,"['0.9 km away', '1.2 km away', '8.5 km away']"
15/2A Bates Street Malvern East VIC 3145,$275 weekly,"[-37.8752799, 145.0440621]","['1 Bed', '1 Bath', '1 Parking']",Zoe Swinnerton,"Thursday, 13th October 2022",Apartment / Unit / Flat,"['0.6 km away', '1.3 km away', '5.9 km away']"
1108/20 Shamrock Street Abbotsford VIC 3067,$530,"[-37.8099229, 145.0081761]","['2 Beds', '2 Baths', '1 Parking']",Nigel Chee,"Tuesday, 25th October 2022",Apartment / Unit / Flat,"['0.5 km away', '1 km away', '1 km away']"
4/65 Paxton Street Malvern East VIC 3145,$420.00,"[-37.8709499, 145.056903]","['2 Beds', '1 Bath', '1 Parking']",Sophie Lyon,Available Now,Apartment / Unit / Flat,"['0.2 km away', '2.3 km away', '6.2 km away']"
207G/31 Napoleon Street Collingwood VIC 3066,$410,"[-37.8016467, 144.9859733]","['1 Bed', '1 Bath', '1 Parking']",Natasha Melnikova,"Monday, 10th October 2022",Apartment / Unit / Flat,"['0.4 km away', '0.7 km away', '6.8 km away']"
508/216 Rouse Street Port Melbourne VIC 3207,$650.00,"[-37.8409552, 144.9379172]","['2 Beds', '2 Baths', '1 Parking']",Annie Gillan,Available Now,Apartment / Unit / Flat,"['0.6 km away', '0.7 km away', '14.5 km away']"
102/9 Dryburgh Street West Melbourne VIC 3003,$550,"[-37.806619, 144.9424148]","['2 Beds', '2 Baths', '1 Parking']",Kim Te,"Monday, 24th October 2022",Apartment / Unit / Flat,"['1.2 km away', '1.6 km away']"
18/29 George Street East Melbourne VIC 3002,$350 per week,"[-37.8158477, 144.9892078]","['1 Bed', '1 Bath', '− Parking']",Ella Vander Sluys,"Friday, 4th November 2022",Apartment / Unit / Flat,"['0.6 km away', '1.1 km away', '1.2 km away']"
G2/26 Nicholson Street Fitzroy North VIC 3068,$590.00,"[-37.7745183, 144.9792244]","['2 Beds', '2 Baths', '1 Parking']",Kathryn  Ambesi,"Monday, 24th October 2022",Apartment / Unit / Flat,"['0.8 km away', '0.9 km away', '1.4 km away']"
1302/14-16 The Esplanade St Kilda VIC 3182,"$3,200","[-37.8650177, 144.9746821]","['2 Beds', '3 Baths', '2 Parking', '151m² ']",Kelsey Proskewitz,Available Now,Apartment / Unit / Flat,"['0.8 km away', '2.1 km away', '4.3 km away']"
13/343 Beaconsfield Parade St Kilda West VIC 3182,$385.00,"[-37.8587442, 144.9709939]","['1 Bed', '1 Bath', '1 Parking']",Annie Gillan,"Friday, 21st October 2022",Apartment / Unit / Flat,"['0.6 km away', '2.6 km away', '3.5 km away']"
304/152 Peel Street Windsor VIC 3181,$495.00,"[-37.8559857, 144.990228]","['2 Beds', '1 Bath', '1 Parking']",Annie Gillan,"Friday, 28th October 2022",Apartment / Unit / Flat,"['0.5 km away', '0.5 km away', '2.9 km away']"
315/118 Russell Street Melbourne VIC 3000,$550 per week,"[-37.8135864, 144.9687232]","['1 Bed', '1 Bath', '− Parking']",Ethan Labza,Available Now,Apartment / Unit / Flat,"['1.3 km away', '2.2 km away']"
1/9 Robert St Elwood VIC 3184,$325 weekly,"[-37.8786263, 144.9913255]","['1 Bed', '1 Bath', '1 Parking']",Leasing Concierge,"Friday, 7th October 2022",Apartment / Unit / Flat,"['0.4 km away', '0.7 km away', '6.4 km away']"
1.08/91 Dow Street Port Melbourne VIC 3207,$400.00,"[-37.8420652, 144.9406654]","['1 Bed', '1 Bath', '1 Parking']",Annie Gillan,"Tuesday, 25th October 2022",Apartment / Unit / Flat,"['0.6 km away', '0.6 km away', '1 km away']"
2/27 Robinson Street Clayton VIC 3168,$410,"[-37.919418, 145.11159]","['2 Beds', '1 Bath', '1 Parking']",Joseph Chatziconstantis,"Tuesday, 4th October 2022",House,"['1.1 km away', '1.9 km away', '4.4 km away']"
201/6 Station St Caulfield North VIC 3161,$580 weekly,"[-37.8766193, 145.0363327]","['2 Beds', '2 Baths', '1 Parking']",Leasing Concierge,"Monday, 10th October 2022",Apartment / Unit / Flat,"['0.6 km away', '1 km away', '6 km away']"
257 Koornang Road Carnegie VIC 3163,$670 per week,"[-37.8962466, 145.0554881]","['3 Beds', '2 Baths', '2 Parking']",Carnegie Leasing,Available Now,Apartment / Unit / Flat,"['0.6 km away', '1.9 km away', '3.4 km away']"
312/57 Spencer Street Docklands VIC 3008,$600.00 per week,"[-37.82004610000001, 144.9542894]","['3 Beds', '1 Bath', '1 Parking']",Barbara Baltas,Available Now,Apartment / Unit / Flat,['2.6 km away']
147 Stewart St Brunswick East VIC 3057,$610 weekly,"[-37.7645887, 144.974801]","['3 Beds', '1 Bath', '1 Parking']",Leasing Concierge,"Thursday, 6th October 2022",House,"['0.4 km away', '1.1 km away', '1.7 km away']"
72 Austin Crescent Pascoe Vale VIC 3044,$550 per week,"[-37.7234943, 144.9310095]","['3 Beds', '1 Bath', '1 Parking']",Janelle De Iesi,Available Now,House,"['0.8 km away', '0.9 km away', '1.5 km away']"
G04/66 Waterloo Road Northcote VIC 3070,$520 per week,"[-37.7734, 145.0028817]","['2 Beds', '1 Bath', '1 Parking']",Janelle De Iesi,Available Now,Apartment / Unit / Flat,"['0.4 km away', '1.2 km away', '1.7 km away']"
207/6 Station St Caulfield North VIC 3161,$480 weekly,"[-37.8766193, 145.0363327]","['1 Bed', '1 Bath', '1 Parking']",Leasing Concierge,Available Now,Apartment / Unit / Flat,"['0.6 km away', '1 km away', '6 km away']"
109/380 Queensberry Street North Melbourne VIC 3051,$550,"[-37.8034754, 144.9553301]","['2 Beds', '1 Bath', '1 Parking']",Madeleine  Saric,"Wednesday, 2nd November 2022",Apartment / Unit / Flat,"['0.7 km away', '0.7 km away']"
4/86 Normanby Avenue Thornbury VIC 3071,$560 per week,"[-37.7584394, 144.991885]","['2 Beds', '1 Bath', '1 Parking']",Filippa Joensson,"Thursday, 20th October 2022",Townhouse,"['0.5 km away', '0.7 km away', '1.8 km away']"
59 Comas Grove Thornbury VIC 3071,$740 per week,"[-37.7513699, 144.9852575]","['3 Beds', '1 Bath', '1 Parking']",Filippa Joensson,"Thursday, 20th October 2022",House,"['0.6 km away', '1.4 km away', '1.6 km away']"
209/427 Hampton Street Hampton VIC 3188,$350.00,"[-37.93459550000001, 145.0027142]","['1 Bed', '1 Bath', '1 Parking']",Jodie Bond,"Thursday, 10th November 2022",Apartment / Unit / Flat,"['0.1 km away', '2.2 km away', '5.3 km away']"
9/26 Loch Street St Kilda West VIC 3182,$495.00,"[-37.8579084, 144.9738113]","['2 Beds', '1 Bath', '1 Parking']",Kerry West,"Friday, 21st October 2022",Apartment / Unit / Flat,"['0.4 km away', '2.8 km away', '3.7 km away']"
1215/7 Claremont Street South Yarra VIC 3141,$550,"[-37.83820559999999, 144.9935531]","['2 Beds', '1 Bath', '1 Parking']",Kim Te,"Friday, 21st October 2022",Apartment / Unit / Flat,"['1.5 km away', '1.6 km away', '2.4 km away']"
39/220 Barkly Street St Kilda VIC 3182,$800 per week,"[-37.8708855, 144.9807176]","['3 Beds', '2 Baths', '1 Parking']",Leasing Team,"Tuesday, 11th October 2022",Apartment / Unit / Flat,"['0.7 km away', '1.3 km away', '5.1 km away']"
17 Wandoo Avenue Clarinda VIC 3169,$495.00,"[-37.9293791, 145.107217]","['3 Beds', '1 Bath', '1 Parking']",James Drakopoulos,Available Now,House,"['0.5 km away', '1.7 km away', '4 km away']"
5 Lightfoot Street Richmond VIC 3121,$650 per week,"[-37.8217101, 145.0115552]","['4 Beds', '1 Bath', '2 Parking']",Ella Vander Sluys,Available Now,House,"['0.3 km away', '0.6 km away', '0.9 km away']"
145A Church Street Brighton VIC 3186,$595,"[-37.9157632, 144.996673]","['2 Beds', '1 Bath', '1 Parking']",Georgie Sinclair,Available Now,Apartment / Unit / Flat,"['0.7 km away', '2 km away', '5.9 km away']"
17 Fourth Street Black Rock VIC 3193,"$1,100.00","[-37.9803564, 145.0215643]","['4 Beds', '2 Baths', '2 Parking']",Ben McDonald,"Monday, 10th October 2022",House,"['1.1 km away', '1.2 km away', '2.8 km away']"
30/233-235 Canterbury Road St Kilda West VIC 3182,$310 per week,"[-37.85915, 144.976195]","['1 Bed', '1 Bath', '1 Parking']",South Melbourne Leasing,Available Now,Apartment / Unit / Flat,"['0.2 km away', '3 km away', '3.9 km away']"
502/201 High Street Prahran VIC 3181,$380 Per Week,"[-37.8518503, 144.9948312]","['1 Bed', '1 Bath', '1 Parking']",Tom Koller,"Monday, 24th October 2022",Apartment / Unit / Flat,"['0.3 km away', '0.6 km away', '3.5 km away']"
7/2a Burnie Street Toorak VIC 3142,$400 per week,"[-37.8359016, 145.0077671]","['1 Bed', '1 Bath', '1 Parking']",Guy Fredman,"Monday, 31st October 2022",Apartment / Unit / Flat,"['1.6 km away', '2.1 km away', '2.2 km away']"
17/1 Acland Street St Kilda VIC 3182,$280,"[-37.8627344, 144.9738804]","['1 Bed', '1 Bath', '1 Parking']",Neil Scott,Available Now,Apartment / Unit / Flat,"['0.6 km away', '2.3 km away', '4 km away']"
13 Neptune Street St Kilda VIC 3182,$580,"[-37.86332, 144.97870699999999]","['2 Beds', '1 Bath', '1 Parking']",Laura Scott,Available Now,House,"['0.6 km away', '2.1 km away', '4.4 km away']"
72 Perth Street Prahran VIC 3181,$875 Per Week,"[-37.8469629, 144.9880978]","['3 Beds', '1 Bath', '− Parking']",Tom Koller,"Saturday, 5th November 2022",House,"['0.6 km away', '0.7 km away', '3.5 km away']"
402/1 Chapel Mews South Yarra VIC 3141,$680.00,"[-37.8356917, 144.9966304]","['2 Beds', '2 Baths', '2 Parking']",Danielle Crumblehulme,Available Now,Apartment / Unit / Flat,"['0.7 km away', '1.8 km away', '2.1 km away']"
706/111 Leicester Street Carlton VIC 3053,$500.00,"[-37.8035015, 144.9602157]","['2 Beds', '1 Bath', '− Parking']",Jayde Cashion,"Tuesday, 4th October 2022",Apartment / Unit / Flat,"['0.8 km away', '0.8 km away']"
13 Fenwick Street Thornbury VIC 3071,$630.00,"[-37.7617892, 145.0031937]","['3 Beds', '1 Bath', '1 Parking']",Alicia Cannizzaro,"Friday, 21st October 2022",House,"['0.5 km away', '1.4 km away', '1.8 km away']"
505/79 River Street South Yarra VIC 3141,$470.00,"[-37.8363356, 144.9975876]","['1 Bed', '1 Bath', '1 Parking']",Kelly Levin,Available Now,Apartment / Unit / Flat,"['0.8 km away', '1.8 km away', '2.1 km away']"
1/142 Booran Road Caulfield South VIC 3162,$575.00,"[-37.8919738, 145.0373444]","['2 Beds', '2 Baths', '1 Parking']",Steven Biggins,"Friday, 28th October 2022",Apartment / Unit / Flat,"['0.7 km away', '0.7 km away', '4.4 km away']"
1/20 Lincoln Street Oakleigh VIC 3166,$550,"[-37.8993695, 145.0994358]","['3 Beds', '2 Baths', '2 Parking']",Joseph Chatziconstantis,Available Now,Apartment / Unit / Flat,"['0.8 km away', '2.7 km away', '4.5 km away']"
2/29 Wheeler Street Ormond VIC 3204,$600.00,"[-37.9058485, 145.0400668]","['3 Beds', '1 Bath', '1 Parking']",Lauren Muller,Available Now,Townhouse,"['0.6 km away', '1.1 km away', '3 km away']"
3/681 Inkerman Road Caulfield North VIC 3161,$460.00 Per Week,"[-37.8696984, 145.0244705]","['2 Beds', '1 Bath', '1 Parking']",Jonathan Boon,"Thursday, 27th October 2022",Apartment / Unit / Flat,"['0.4 km away', '2.1 km away', '7.1 km away']"
1108/81 South Wharf Drive Docklands VIC 3008,$520,"[-37.8223345, 144.9358078]","['1 Bed', '1 Bath', '1 Parking']",Kok Thai Ya,"Friday, 21st October 2022",Apartment / Unit / Flat,"['1.5 km away', '1.7 km away', '2.7 km away']"
16 Rossmoyne Street Thornbury VIC 3071,$670.00,"[-37.7575082, 145.0022037]","['2 Beds', '1 Bath', '− Parking']",Alicia Cannizzaro,Available Now,House,"['0.5 km away', '1.5 km away', '1.9 km away']"
56/28 Southgate Avenue Southbank VIC 3006,$550 per week,"[-37.8206649, 144.967783]","['2 Beds', '2 Baths', '1 Parking']",Hien Dinh,Available Now,Apartment / Unit / Flat,"['1.6 km away', '2.8 km away', '2.9 km away']"
2/9 Lillimur Road Ormond VIC 3204,$300 weekly,"[-37.9027411, 145.0409185]","['1 Bed', '1 Bath', '1 Parking']",Lachlan Hardiman,Available Now,Apartment / Unit / Flat,"['1.1 km away', '1.9 km away', '3.2 km away']"
307/55 Cumberland Drive Maribyrnong VIC 3032,$470.00 per week,"[-37.7864963, 144.9008462]","['2 Beds', '2 Baths', '1 Parking']",Jenny Pham,"Monday, 17th October 2022",Apartment / Unit / Flat,"['0.8 km away', '1.1 km away', '1.3 km away']"
P18W/189 Powlett Street East Melbourne VIC 3002,$495 per week,"[-37.8104068, 144.9859454]","['2 Beds', '1 Bath', '1 Parking']",Ethan Labza,"Friday, 28th October 2022",Apartment / Unit / Flat,"['0.9 km away', '7.7 km away']"
69 Chapel Street St Kilda VIC 3182,$650 per week,"[-37.86379609999999, 144.9909381]","['3 Beds', '1 Bath', '1 Parking']",Joe Anderson,"Wednesday, 5th October 2022",House,"['0.7 km away', '2.1 km away', '5.2 km away']"
2 Hailar Lane Lara VIC 3212,$480.00,"[-38.0188922, 144.397246]","['4 Beds', '2 Baths', '− Parking']",Georgia Marinier,Available Now,House,"['1.2 km away', '1.3 km away', '11.8 km away']"
309/501 Little Collins Street Melbourne VIC 3000,$400 per week,"[-37.8169423, 144.9580977]","['1 Bed', '1 Bath', '− Parking']",Mikaele Horsnell,"Wednesday, 5th October 2022",Apartment / Unit / Flat,['2.2 km away']
504/415 Glen Huntly Road Elsternwick VIC 3185,$399 weekly,"[-37.8847441, 145.0055693]","['1 Bed', '1 Bath', '1 Parking']",Leasing Concierge,Available Now,Apartment / Unit / Flat,"['1 km away', '1.9 km away', '6.8 km away']"
3/60 Serrell St Malvern East VIC 3145,$630 weekly,"[-37.8799827, 145.0631314]","['3 Beds', '1 Bath', '1 Parking']",Stephanie Thomson,"Thursday, 6th October 2022",Apartment / Unit / Flat,"['0.9 km away', '2.3 km away', '5.2 km away']"
7/1 Duncraig Avenue Armadale VIC 3143,$410.00,"[-37.8616026, 145.0252912]","['2 Beds', '1 Bath', '1 Parking']",Danielle Crumblehulme,"Wednesday, 5th October 2022",Apartment / Unit / Flat,"['1 km away', '2.9 km away', '7.8 km away']"
8 Jenkin Street Brunswick VIC 3056,$925.00,"[-37.7736604, 144.9737683]","['2 Beds', '2 Baths', '1 Parking']",Kathryn  Ambesi,Available Now,House,"['0.6 km away', '1.3 km away', '1.6 km away']"
6 Berrima Street Oakleigh East VIC 3166,$450,"[-37.9009763, 145.1228191]","['3 Beds', '1 Bath', '2 Parking']",Joseph Chatziconstantis,Available Now,House,"['1.2 km away', '3.7 km away', '6.1 km away']"
11/406 Cardigan Street Carlton VIC 3053,$780.00,"[-37.79468809999999, 144.9677232]","['3 Beds', '2 Baths', '1 Parking']",Jayde Cashion,Available Now,Townhouse,"['0.2 km away', '1.1 km away']"
1/1 Ellesmere Road Windsor VIC 3181,$330 pw,"[-37.8570864, 144.9995459]","['1 Bed', '1 Bath', '1 Parking']",Leasing Team,Available Now,Apartment / Unit / Flat,"['0.3 km away', '0.9 km away', '3.1 km away']"
8/16 Marine Parade St Kilda VIC 3182,$400 per week,"[-37.8705641, 144.976497]","['2 Beds', '1 Bath', '− Parking']",Mary Khudhur,Available Now,Apartment / Unit / Flat,"['1 km away', '1.4 km away', '4.8 km away']"
2 Horne Street Brunswick VIC 3056,"$1,050.00","[-37.7728574, 144.9692505]","['4 Beds', '2 Baths', '1 Parking']",Kathryn  Ambesi,"Tuesday, 4th October 2022",House,"['0.7 km away', '1.2 km away', '1.9 km away']"
808/2 Joseph Road Footscray VIC 3011,$390 per week,"[-37.80033230000001, 144.9096597]","['1 Bed', '1 Bath', '1 Parking']",Mary Mezei,Available Now,Apartment / Unit / Flat,"['1.1 km away', '1.7 km away', '1.7 km away']"
512/4 Joseph Rd Footscray VIC 3011,$520 per week,"[-37.799683, 144.9097085]","['2 Beds', '2 Baths', '1 Parking']",Mary Mezei,"Tuesday, 1st November 2022",Apartment / Unit / Flat,"['1.1 km away', '1.7 km away', '5.3 km away']"
207/79 Merton Street Altona Meadows VIC 3028,$350 per week,"[-37.8722112, 144.7777264]","['2 Beds', '1 Bath', '1 Parking']",Leasing Team,"Saturday, 8th October 2022",Apartment / Unit / Flat,"['0.4 km away', '1.8 km away']"
2/1 Alexandra Avenue South Yarra VIC 3141,$950 Per Week,"[-37.8286741, 144.9851714]","['2 Beds', '2 Baths', '1 Parking']",Caleb Griffin,Available Now,Apartment / Unit / Flat,"['1.4 km away', '2 km away', '2 km away']"
