name,cost_text,coordinates,rooms,desc,available_date,property_type,nearest_schools
4/20 Acheron Avenue Reservoir VIC 3073,$470 Per Week,"[-37.721984, 145.0174314]","['2 Beds', '1 Bath', '1 Parking']","This recently built town house compromising of 2 bedrooms plus study, open plan kitchen meals area, ",Available Now,Townhouse,"['0.4 km away', '1.1 km away', '5.4 km away']"
765 Cranbourne Frankston Road Cranbourne South VIC 3977,$390,"[-38.1256521, 145.2452351]","['2 Beds', '1 Bath', '1 Parking']","Located in Cranbourne East, this spacious family home offers a free-flowing floorplan.
Close proximity to Barton Primary School, Cranbourne West Secondary College, St Peters College, Cranbourne Campus.","Wednesday, 28th September 2022",House,"['1.2 km away', '4.1 km away', '6.9 km away']"
7/1-15 Beddison Road Craigieburn VIC 3064,$350.00 per week,"[-37.576874, 144.9197859]","['2 Beds', '1 Bath', '1 Parking']","This spacious, double story townhouse offers space, style and comfort. Located in the heart of Craigieburn within close proximity to Malcom Creek Park, Highlands Hotel, shopping, restaurants, cafes and more. Lower floor consisting of two good sized bedrooms with central bathroom. Upstairs comprising of spacious open plan kitchen, lounge and dining area.","Monday, 10th October 2022",Townhouse,"['0.5 km away', '14.8 km away']"
2/68 Scott Street Dandenong VIC 3175,$400 pw,"[-37.985535, 145.20805]","['2 Beds', '1 Bath', '1 Parking']","This attractive single level villa represents a great way to graduate from an apartment. Quietly tucked away at the rear of a block of only 2 units it enjoys a fabulous location in a great part of Dandenong, close to shops, cafes and transport options.","Friday, 30th September 2022",Apartment / Unit / Flat,"['0.7 km away', '0.9 km away', '14.4 km away']"
1/46 Barry Street Reservoir VIC 3073,$405 Per Week,"[-37.7091836, 145.0044097]","['2 Beds', '1 Bath', '1 Parking']","This townhouse comprises of 2 bedrooms, central bathroom, light filled open plan living and kitchen with European stainless steel appliances (dishwasher) included. ","Saturday, 15th October 2022",House,"['0.3 km away', '1.5 km away', '6.3 km away']"
4/14 Enfield Road Brighton VIC 3186,$450.00,"[-37.903202, 145.006892]","['2 Beds', '1 Bath', '1 Parking']",Paul West,"Thursday, 1st December 2022",Apartment / Unit / Flat,"['0.7 km away', '2.2 km away', '5.5 km away']"
209/2 Morton Avenue Carnegie VIC 3163,$480 per week,"[-37.886639, 145.058221]","['2 Beds', '2 Baths', '1 Parking']","Morton Avenue in Carnegie offers a savvy, eclectic and culturally rich location to call home.
These stunning apartments have been designed to capture the essence of the neighbourhood through a modern and industrial design approach, offering an elegant and industrial feel.","Sunday, 16th October 2022",Apartment / Unit / Flat,"['0.6 km away', '1.8 km away', '4.5 km away']"
1311/18 Claremont Street South Yarra VIC 3141,$620,"[-37.8376688, 144.99410460000001]","['2 Beds', '2 Baths', '− Parking']",Kim Te,"Monday, 31st October 2022",House,"['1.6 km away', '1.6 km away', '2.4 km away']"
4/366 Melrose Drive Tullamarine VIC 3043,"$350 PW / $1,521 PCM","[-37.688546, 144.870972]","['2 Beds', '1 Bath', '1 Parking', '86.92m² ']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Thursday, 10th November 2022",Apartment / Unit / Flat,"['1.4 km away', '1.8 km away']"
1/18 Ridley Street Albion VIC 3020,$310 per week,"[-37.7834138, 144.8252172]","['2 Beds', '1 Bath', '1 Parking']","Situated just off Anderson RD, Albion - is a 4-minute drive vicinity to Sunshine Plaza, Sunshine Train station &amp; schools. This secure flat is one not to miss out on, has been freshly painted comprising of 2 great sized bedrooms with BIRs &amp; brand-new carpet, brand new kitchen, lounge area with wall heating, bathroom/laundry, separate toilet &amp; your own car space and more!","Saturday, 1st October 2022",Apartment / Unit / Flat,"['0.8 km away', '0.8 km away', '2.4 km away']"
3/1 Frederick Street Caulfield South VIC 3162,$495 pw,"[-37.90236, 145.032359]","['2 Beds', '1 Bath', '1 Parking']",Catherine Vlachos,"Friday, 21st October 2022",Apartment / Unit / Flat,"['0.8 km away', '1.9 km away', '3.8 km away']"
1403/8 Dorcas Street South Melbourne VIC 3205,$485,"[-37.8296955, 144.9701755]","['2 Beds', '2 Baths', '1 Parking']","This two bedroom apartment is located on the 14th floor in the sought after Eight apartment block, just two minutes walk to the Shrine, Botanical Gardens and St Kilda Road the features you would expect from a quality development such as this one ","Saturday, 8th October 2022",Apartment / Unit / Flat,"['1.4 km away', '2.6 km away', '3.1 km away']"
1/26 Tyquin Street Laverton VIC 3028,"$380PW, $1651PCM","[-37.8488198, 144.7791859]","['2 Beds', '1 Bath', '1 Parking']","Located in the fast-growing area of Laverton with easy access to the Freeway and walking distance to the train station. Close to schools and bus stops, this property has a lot to offer.",Available Now,Apartment / Unit / Flat,['1 km away']
49 Pengana Avenue Glenroy VIC 3046,$380.00,"[-37.71078, 144.9037051]","['2 Beds', '1 Bath', '1 Parking']","Freshly painted, this family home is waiting for you. Comprising on two bedrooms each with built in robes, spacious lounge area and separate meals and kitchen. Other features include Split system air condition, wall gas heater, gas cooking appliances and courtyard with minimal maintenance. ",Available Now,House,"['0.8 km away', '2.2 km away', '2.9 km away']"
504/7 King Street Prahran VIC 3181,$470,"[-37.8497853, 144.9942186]","['2 Beds', '2 Baths', '1 Parking']","Well-appointed and in an enviable location, this two-bedroom apartment is ready to be called home.","Tuesday, 18th October 2022",Apartment / Unit / Flat,"['0.3 km away', '0.8 km away', '3.5 km away']"
4/10 Llewellyn Place Eumemmerring VIC 3177,$350 per week,"[-38.00090180000001, 145.2453646]","['2 Beds', '1 Bath', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Saturday, 22nd October 2022",Apartment / Unit / Flat,"['1.1 km away', '1.5 km away', '4 km away']"
323 Gaffney Street Pascoe Vale VIC 3044,"$400 P/W $1,738 PCM","[-37.7319141, 144.9404917]","['2 Beds', '1 Bath', '1 Parking']","Well-appointed and surprisingly spacious, this house presents a fantastic low-maintenance lifestyle in a popular location close to primary/secondary schools and public transport options. Quality interior features two decent bedrooms with built in robes and central bathroom, impressive open-plan living/dining area and super kitchen with stainless steel appliances, Other highlights include split","Saturday, 8th October 2022",House,"['0.3 km away', '1.3 km away', '1.6 km away']"
84 Palmerston Crescent South Melbourne VIC 3205,$550.00,"[-37.83522809999999, 144.9685513]","['2 Beds', '1 Bath', '− Parking']",Max D'Aloia,"Wednesday, 19th October 2022",House,"['0.8 km away', '2.1 km away', '2.3 km away']"
10 Boutique Lane Cranbourne West VIC 3977,$360 per week,"[-38.11363, 145.2424424]","['2 Beds', '2 Baths', '1 Parking']","2 bedroom home offering spacious and stylish townhouse living. Comprising spacious open plan living area, split system heating/cooling in living area, quality fixtures and fittings throughout, including stainless steel cooking appliances with dishwasher, bedroom with built in robes, central bathroom, en-suite, court-yard and a single carport. Located in Melbourne's south-eastern suburb of",Available Now,Townhouse,"['0.2 km away', '3.9 km away', '7.1 km away']"
3/2 Theodore Court Toorak VIC 3142,$485.00,"[-37.8353053, 145.0215643]","['2 Beds', '1 Bath', '1 Parking']","Located on a peaceful Toorak cul de sac in the picturesque Heyington Gardens development, this spacious apartment presents generous dimensions and tranquil outlooks. Featuring a separate kitchen equipped with quality appliances and ample cupboard space, which seamlessly flows out into the generous living and dining area with split system heating and cooling. Both bedrooms are well-sized, each with","Friday, 30th September 2022",Apartment / Unit / Flat,"['1.5 km away', '1.6 km away', '2.2 km away']"
5/111 Martins Lane Viewbank VIC 3084,$395.00,"[-37.7325618, 145.0945691]","['2 Beds', '1 Bath', '2 Parking']","This spacious unit is set in a pretty pocket of Viewbank just moments from the exclusive Viewbank Secondary College and Viewbank Primary School. With a light and inviting interior delivering two good-sized bedrooms, master with walk-in robe and built-in robes to the second bedroom, bathroom with bathtub and separate shower, spacious lounge opening to a well-equipped modern kitchen and dining area","Saturday, 8th October 2022",Apartment / Unit / Flat,"['0.5 km away', '1.2 km away']"
7/12 Cedar Grove Highton VIC 3216,$400,"[-38.1665752, 144.3237668]","['2 Beds', '1 Bath', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Friday, 28th October 2022",House,"['0.7 km away', '1.2 km away', '3.3 km away']"
1A Rangeview Avenue Malvern East VIC 3145,"$530pw/$2,303pcm","[-37.884746, 145.079079]","['2 Beds', '1 Bath', '1 Parking']",Brooke Abrahams,"Friday, 30th September 2022",House,"['0.5 km away', '3.1 km away', '4.9 km away']"
9/1 Wilks Street Caulfield North VIC 3161,$450,"[-37.8627877, 145.0143103]","['2 Beds', '1 Bath', '1 Parking']","***TO BOOK A TIME TO INSPECT, SIMPLY CLICK ON BOOK AN INSPECTION TIME OR EMAIL AGENT TO BE NOTIFIED OF INSPECTION TIMES. BY REGISTERING, YOU WILL BE INSTANTLY INFORMED OF ANY UPDATES, CHANGES OR CANCELLATIONS FOR YOUR APPOINTMENT. IF YOU DO NOT REGISTER FOR AN OPEN FOR INSPECTION, ACCESS MAY NOT BE PROVIDED***","Tuesday, 18th October 2022",Apartment / Unit / Flat,"['1.2 km away', '3.3 km away', '7 km away']"
11 Severn Street Newport VIC 3015,$420 per week,"[-37.8468101, 144.8714244]","['2 Beds', '1 Bath', '1 Parking', '327m² ']","This refreshed 2 bedroom is in a perfect location in Newport featuring
- Off street parking
- Gas hot water service
- Gas oven and cooktop
- Refreshed kitchen
- Electric heating to both bedrooms
- Large built in wardrobes to one bedroom
- Linen press storage
- Split system heating and air condition in the living room
- Seperate toilet and bathroom
- Additional sun lounge area
- Ceiling Fans to",Available Now,House,"['0.4 km away', '0.8 km away', '1.7 km away']"
29 James Street Frankston VIC 3199,$420 pw,"[-38.1439178, 145.1334664]","['2 Beds', '1 Bath', '2 Parking']","This lovely cottage style home is positioned conveniently close to Frankston's popular café's, beaches, shopping complex, TAFE, medical facilities, parks, PARC aquatic centre and falls within the Frankston High School zone catchment. 
Features include, 2 good sized bedrooms both with built in robes, lovely polished floorboards through, large formal lounge at the front of the home with additional","Monday, 10th October 2022",House,"['0.9 km away', '1.9 km away', '2.6 km away']"
8/21-23 Parslow Street Malvern VIC 3144,$440 per week,"[-37.85100120000001, 145.0399558]","['2 Beds', '1 Bath', '1 Parking']","This sparkling clean, renovated 2 bedroom apartment is set in a fantastic location, walking distance to Malvern Road trams and shops, with an easy CBD commute via the Monash Freeway. It has been recently renovated throughout, with as new paint, carpet and blinds and an ultra modern kitchen with dishwasher. All rooms are very generous, in particular the main bedroom, which also offers loads of","Wednesday, 9th November 2022",Apartment / Unit / Flat,"['0.7 km away', '1.3 km away', '8.6 km away']"
2/2 Seventh Avenue Dandenong VIC 3175,"$340 pw / $1,477 pcm","[-37.979644, 145.205021]","['2 Beds', '1 Bath', '2 Parking']",** REGISTER TO INSPECT THIS PROPERTY... CLICK CONTACT/EMAIL AGENT **,"Thursday, 6th October 2022",Apartment / Unit / Flat,"['0.4 km away', '0.4 km away', '13.9 km away']"
293A Tyler Street Preston VIC 3072,$430.00,"[-37.73064, 145.0088478]","['2 Beds', '1 Bath', '1 Parking']",***PLEASE REGISTER ONLINE PRIOR TO INSPECTION***,"Tuesday, 25th October 2022",House,"['0.1 km away', '1.2 km away', '4.2 km away']"
604/157 Fitzroy St St Kilda VIC 3182,$575 weekly,"[-37.85889969999999, 144.9794697]","['2 Beds', '1 Bath', '1 Parking']",Sample all the best of Melbourne life in the heart of St Kilda. We presentthe Astral Apartments!,"Thursday, 27th October 2022",Apartment / Unit / Flat,"['0.2 km away', '2.6 km away', '4.1 km away']"
4/46 McCormicks Road Skye VIC 3977,$420,"[-38.1128614, 145.1954366]","['2 Beds', '2 Baths', '1 Parking']","Situated just walking distance to the local shops, schools and local amenities these brand ultra modern design townhouses are built for comfort, all homes featuring: 
- Master bedroom with walk in robe and ensuite
- Spacious additional bedroom with a built in robe
- Split system heating a cooling in the living area and both bedrooms 
- Fully landscaped low maintenance rear yard
- Remote access","Monday, 17th October 2022",Townhouse,"['0.7 km away', '2.1 km away', '4 km away']"
5/8 John Street Elwood VIC 3184,$420 weekly,"[-37.8783806, 144.9885066]","['2 Beds', '1 Bath', '1 Parking']",Renee Douglas,"Monday, 10th October 2022",Apartment / Unit / Flat,"['0.3 km away', '0.5 km away', '6.2 km away']"
10/12 Schofield Street Essendon VIC 3040,$350 per week,"[-37.7450223, 144.9152063]","['2 Beds', '1 Bath', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Tuesday, 11th October 2022",Apartment / Unit / Flat,"['1 km away', '1.3 km away', '8 km away']"
21 Mirrabook Court Berwick VIC 3806,$360 Per Week,"[-38.0155521, 145.3237888]","['2 Beds', '1 Bath', '1 Parking']","Cosy single storey townhouse.
Located within walking distance to shops, schools, public transport and nearby parklands.
Both bedrooms include built in robes
Gas heating to the lounge
Open plan kitchen/dining/lounge
Single car garage with internal access
Private rear courtyard","Thursday, 27th October 2022",House,"['0.1 km away', '2.7 km away', '19.7 km away']"
1/63 Golf Links Avenue Oakleigh VIC 3166,$450.00 Per Week,"[-37.9093846, 145.0903871]","['2 Beds', '1 Bath', '1 Parking']",This front unit has so much to offer with its own private courtyard.,"Sunday, 16th October 2022",Apartment / Unit / Flat,"['1.1 km away', '1.4 km away', '3.1 km away']"
203/973-975 Mt Alexander Road Essendon VIC 3040,$360PW/$1564pcm,"[-37.749006, 144.9128267]","['2 Beds', '1 Bath', '1 Parking']","This terrific two bedroom apartment is within minutes from everything.
Consisting:
- Secure intercom entry with lift access
- Two bedrooms, main bedroom with balcony and both with built in robes 
- Open plan living and meals 
- Kitchen with quality stainless steel appliances, gas cooking, dishwasher
- Sliding glass doors that lead out to a private balcony
- Central bathroom
- Laundry facilities in","Wednesday, 5th October 2022",Apartment / Unit / Flat,"['0.9 km away', '1.3 km away', '7.7 km away']"
4804/18 Hoff Boulevard Southbank VIC 3006,$650 per week,"[-37.825817, 144.9640414]","['2 Beds', '2 Baths', '− Parking']","This brand new, dual bedroom features: ",Available Now,Apartment / Unit / Flat,"['1 km away', '2.3 km away', '3.4 km away']"
207/2-6 McCutcheon Street Northcote VIC 3070,$500.00 per week,"[-37.7679188, 144.9998042]","['2 Beds', '1 Bath', '1 Parking']",Marcel Koning,"Friday, 18th November 2022",Apartment / Unit / Flat,"['0.5 km away', '1.1 km away', '1.2 km away']"
7 Fairview Street Belmont VIC 3216,$400.00,"[-38.1756322, 144.3331588]","['2 Beds', '1 Bath', '1 Parking']","*Two spacious bedrooms with large built in robes 
*A spacious light filled living area
*Open kitchen and meals with electric cooktop &amp; ample storage
*Central family bathroom with separate shower &amp; bath
*Sunroom / study 
*Internal laundry
*Decking perfect for entertaining
*Central heating and air conditioning 
*Established gardens 
*Large car space plus garden shed","Monday, 31st October 2022",House,"['0.2 km away', '0.3 km away', '3.5 km away']"
1116/3 Tarver Street Port Melbourne VIC 3207,$650.00 per week,"[-37.834631, 144.9202969]","['2 Beds', '1 Bath', '1 Parking']","This immaculate two-bedroom apartment (only 2 years old) offers the dream lifestyle in paramount location. The building offers a wide range of residents' facilities, including heated swimming pool and spas, located within a large podium area, containing numerous outdoor tables and seating for your guests. The rooftop facilities have numerous undercover multi-function rooms (which can also be","Monday, 17th October 2022",Apartment / Unit / Flat,"['1.1 km away', '1.9 km away', '2.6 km away']"
1/1 Ruskin Street Elwood VIC 3184,$595 pw,"[-37.8737965, 144.9818794]","['2 Beds', '1 Bath', '1 Parking']",Angelica Murcia,Available Now,Apartment / Unit / Flat,"['0.7 km away', '0.9 km away', '5.4 km away']"
17 Wilson Mews North Melbourne VIC 3051,$600 weekly,"[-37.7934887, 144.9409122]","['2 Beds', '2 Baths', '1 Parking']","Designed for professional, low-maintenance urban living, this stylish Three-Level townhouse residence with abundance of natural light is right in the heart of North Melbourne in a quiet street close to Errol Streets retail shops, restaurants and cafes, public transport, Royal Melbourne hospital and University.
Featuring split-system cooling and heating in the bedrooms and living areas, stylish","Sunday, 30th October 2022",Townhouse,"['1 km away', '1.4 km away']"
2/123 Cheddar Road Reservoir VIC 3073,$425.00,"[-37.7025678, 145.0172367]","['2 Beds', '1 Bath', '1 Parking']",Alicia Cannizzaro,Available Now,Apartment / Unit / Flat,"['0.5 km away', '1.5 km away']"
20/93-103 High Street Preston VIC 3072,$400.00,"[-37.7412269, 145.0035182]","['2 Beds', '1 Bath', '1 Parking']",***PLEASE REGISTER ONLINE PRIOR TO INSPECTION***,"Saturday, 15th October 2022",Apartment / Unit / Flat,"['0.3 km away', '0.8 km away', '2.9 km away']"
315/10 Daly Street South Yarra VIC 3141,$580,"[-37.8377599, 144.9946686]","['2 Beds', '2 Baths', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Friday, 14th October 2022",Apartment / Unit / Flat,"['1.6 km away', '1.6 km away', '2.4 km away']"
2/8 Dorling Court Corio VIC 3214,$320 per week,"[-38.0796924, 144.3455836]","['2 Beds', '1 Bath', '2 Parking']",This two bedroom brick unit boasts spacious living.,"Friday, 30th September 2022",Apartment / Unit / Flat,"['3.9 km away', '7.7 km away']"
4/26 Highland Street Kingsbury VIC 3083,$335pw / $1456pcm,"[-37.716493, 145.039026]","['2 Beds', '1 Bath', '− Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Saturday, 15th October 2022",Apartment / Unit / Flat,"['0.2 km away', '1 km away']"
11 Dunmore Court Cranbourne VIC 3977,"$350pw | $1,521pcm","[-38.0955191, 145.2887136]","['2 Beds', '2 Baths', '1 Parking']","*Please note, applications are required for processing prior to a private inspection being offered.
Private inspections will be available to shortlisted applicants only.
Applications accepted online via RealEstate.com
Inspections subject to cancellation without notice.
I.D. required at all inspections.",Available Now,House,"['0.9 km away', '1.4 km away', '13.1 km away']"
3/69 David street Dandenong VIC 3175,$340,"[-37.9760654, 145.2125846]","['2 Beds', '1 Bath', '1 Parking']","This neat 2 bedroom villa unit offers both bedrooms with built in robes, kitchen with gas cooking, enclosed yard and single garage for your car. Located one of the most sought after locations in Dandenong. Walking distance to Dandenong Hospital, medical centres, Dandenong Market, shops and all the other facilities Dandenong has to offer, including primary and high school as well as Chisholm Tafe","Friday, 30th September 2022",Apartment / Unit / Flat,"['0.3 km away', '0.5 km away', '14.3 km away']"
204/56 Nicholson Street Abbotsford VIC 3067,$430 per week,"[-37.8078183, 144.9965054]","['2 Beds', '1 Bath', '1 Parking']",*** 6 MONTH LEASE ONLY ***,"Wednesday, 28th September 2022",Apartment / Unit / Flat,"['0.2 km away', '0.8 km away']"
104/88 Dow Street Port Melbourne VIC 3207,$600 weekly,"[-37.8419651, 144.9412678]","['2 Beds', '2 Baths', '1 Parking']",This stylish two bedroom apartment located minutes from the beach and in the heart of Port Melbourne will immediately impress with a light filled open plan living and dining area.,"Monday, 17th October 2022",Apartment / Unit / Flat,"['0.6 km away', '0.6 km away', '1 km away']"
4/45 Brady Road Dandenong North VIC 3175,$395 p.w.,"[-37.9538191, 145.2127303]","['2 Beds', '2 Baths', '1 Parking']","This well-maintained ground floor apartment in a modern and boutique complex ticks all the boxes when you're looking for a home that provides convenience and easy living! Comprising: Two generous sized bedrooms with a walk in robe, full ensuite &amp; study nook to the master and a BIR to the second bedroom, a sizeable living/dining zone which adjoins the fully equipped kitchen with stone benchtops","Friday, 21st October 2022",Apartment / Unit / Flat,"['0.7 km away', '0.8 km away', '13.6 km away']"
88 Waratah Street Geelong West VIC 3218,$430.00,"[-38.136512, 144.3384103]","['2 Beds', '1 Bath', '− Parking']","Within walking distance to all that Geelong West has to offer - Pakington Street, Shannon Avenue shopping strip, Geelong CBD/Waterfront, Geelong West Football Oval - just to name a few.","Friday, 11th November 2022",House,"['0.5 km away', '1.7 km away', '1.9 km away']"
27/22-26 Pascoe Street Pascoe Vale VIC 3044,$385.00pw / $1673.00pcm,"[-37.7159549, 144.9339243]","['2 Beds', '1 Bath', '1 Parking']","To book an inspection for this property, please click on the Email Agent tab and we will respond instantly with available inspection times. Please ensure you register to inspect or else the inspection will not go ahead.","Saturday, 15th October 2022",Townhouse,"['0.2 km away', '0.2 km away', '1.3 km away']"
2/7 Egginton Street Brunswick West VIC 3055,$350.00,"[-37.7606673, 144.939267]","['2 Beds', '1 Bath', '1 Parking']",** BOOK INSPECTION ONLINE **,"Saturday, 22nd October 2022",Apartment / Unit / Flat,['1.9 km away']
1/3 Farringdon Street Pascoe Vale VIC 3044,$350,"[-37.7270967, 144.9262622]","['2 Beds', '1 Bath', '1 Parking']",This large 2 bedroom unit is in prime location within walking distance to Pascoe Vale train station,"Friday, 30th September 2022",Apartment / Unit / Flat,"['1.1 km away', '1.3 km away', '1.6 km away']"
4/478 Waterdale Road Heidelberg Heights VIC 3081,$425,"[-37.7425854, 145.0481102]","['2 Beds', '1 Bath', '1 Parking']",Set in a boutique block of four townhouses is this near new 2 bedroom residence waiting for you to call home.,Available Now,Townhouse,['1.8 km away']
14A Phoenix Street Sunshine North VIC 3020,$380 per week,"[-37.7769197, 144.8456454]","['2 Beds', '1 Bath', '1 Parking']",Finding a two bedroom home that feels large and looks great is one of the more demanding tasks in property this exceptional free-standing property provides a sensational solution and a superb end to your search! ,"Friday, 4th November 2022",House,"['0.2 km away', '0.7 km away', '2.4 km away']"
18 Park Grove Richmond VIC 3121,$550 per week,"[-37.8255628, 145.0130942]","['2 Beds', '1 Bath', '− Parking']",Luke Connell,Available Now,House,"['0.4 km away', '0.8 km away', '1.3 km away']"
75 Cutter Street Richmond VIC 3121,$750 per week,"[-37.8258627, 145.0085958]","['2 Beds', '2 Baths', '− Parking']",Mike Richardson,"Monday, 3rd October 2022",House,"['0.6 km away', '0.9 km away', '1.1 km away']"
