name,cost_text,coordinates,rooms,desc,available_date,property_type,nearest_schools
3505/14-16 The Esplanadr St Kilda VIC 3182,"$1,600","[-37.8650177, 144.9746821]","['2 Beds', '2 Baths', '2 Parking']",Kelsey Proskewitz,Available Now,Apartment / Unit / Flat,"['0.8 km away', '2.1 km away', '4.3 km away']"
4 Newbay Crescent Brighton VIC 3186,"$1,590.00","[-37.9048689, 144.991408]","['5 Beds', '2 Baths', '2 Parking', '711m² ']",You MUST register for an inspection and we ask that you also confirm your attendance. AN AGENT WILL NOT BE PRESENT IF YOU DO NOT REGISTER and CONFIRM. Your consideration and co-operation is appreciated.,Available Now,House,"['1.2 km away', '2.6 km away', '6.7 km away']"
14 Evelyn Street Bentleigh VIC 3204,"$1,550.00","[-37.9186389, 145.0502279]","['4 Beds', '2 Baths', '2 Parking']",This spectacular family residence illustrates contemporary residential architecture of the highest quality.,Available Now,Townhouse,"['0.7 km away', '0.8 km away', '1.4 km away']"
2/10 Asling Street Brighton VIC 3186,"$1,550.00","[-37.9042083, 145.0021284]","['3 Beds', '3 Baths', '2 Parking']","2/10 Asling Street, Brighton",Available Now,Townhouse,"['0.8 km away', '2.3 km away', '5.8 km away']"
19 Moule Avenue Brighton VIC 3186,"$1,550.00","[-37.9052991, 144.9865485]","['5 Beds', '2 Baths', '2 Parking']","Privately set with the foreshore in site, this 1920s inspired family home delivers flexible living options set over two generous levels. ",Available Now,House,"['1.6 km away', '2.6 km away', '7.1 km away']"
11 Matong Road Mount Eliza VIC 3930,"$1,550 per week","[-38.1854739, 145.0773569]","['5 Beds', '2 Baths', '3 Parking', '1,046m² ']","The intoxicating calm delivered by gentle sea-breezes and mesmerising bay view's deliver a statement in beachside Mount Eliza living, where surprisingly generous proportions and a practical design sit before a hypnotic expansive bay view backdrop. ",Available Now,House,"['0.3 km away', '1.5 km away', '8.6 km away']"
15C Alfred Street Balaclava VIC 3183,$1950 per week,"[-37.8675203, 144.9922635]","['8 Beds', '3 Baths', '− Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['0.4 km away', '1.7 km away', '5.6 km away']"
3 Bown Court Brighton East VIC 3187,"$1,525.00","[-37.9182554, 145.0151067]","['5 Beds', '3 Baths', '2 Parking']",A Quiet Cul De Sac invites you into this beautiful 2 storey family home with 5 bedrooms and 3 bathrooms on offer. A great layout that would suite a big family. Large family kitchen with good quality appliances and plenty of storage along with good sized meals area. Formal and informal dining rooms. Family room with separate study. Stunning in ground pool with fully decked outdoor entertaining area,Available Now,House,"['0.4 km away', '1.3 km away', '4.2 km away']"
5 Alfred St Balaclava VIC 3183,"$1,644 per week","[-37.8675296, 144.9927002]","['7 Beds', '2 Baths', '2 Parking', '300m² ']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['0.5 km away', '1.8 km away', '5.6 km away']"
8 Tregunter St Ascot Vale VIC 3032,"$1,500.00","[-37.7788445, 144.9011622]","['4 Beds', '3 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['0.9 km away', '1.1 km away', '6.8 km away']"
7 Bonanza Road Beaumaris VIC 3193,$2000 Per week,"[-37.980529, 145.0519862]","['5 Beds', '3 Baths', '4 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['0.2 km away', '1.3 km away', '1.6 km away']"
30A Hunts Rd Bittern VIC 3918,"$1,500","[-38.3239214, 145.1545865]","['3 Beds', '2 Baths', '3 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['2.3 km away', '2.5 km away']"
4/18-22 Islington Street Collingwood VIC 3066,"$1,500 per week","[-37.8083229, 144.9908124]","['5 Beds', '3 Baths', '2 Parking', '100m² ']",Phone enquiry code for this property : 0531 ,"Sunday, 1st January 2023",Townhouse,"['0.5 km away', '0.6 km away', '7.6 km away']"
East Melbourne VIC 3002,"$1,500","[-37.8161444, 144.9804594]","['1 Bed', '1 Bath', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,Apartment / Unit / Flat,"['1.4 km away', '1.7 km away']"
4/15-19 Anthony Street Melbourne VIC 3000,"$1,500 per week","[-37.809144, 144.958903]","['4 Beds', '3 Baths', '− Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,Apartment / Unit / Flat,"['1.2 km away', '1.4 km away']"
50 Feehan Avenue Moonee Ponds VIC 3039,"$1,500 per week","[-37.7653363, 144.9275468]","['4 Beds', '3 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,Townhouse,"['0.6 km away', '2 km away', '8.9 km away']"
27 Ian Street Noble Park VIC 3174,"$1,500 mth","[-37.965879, 145.177001]",[],"Retail space available for lease in mixed business street.
Excellent location with large outside advertising wall facing Heatherton Road.
Walking distance to Noble Park Railway Station.
Retail shelving &amp; fitting room booths (previously a retail clothing store)
5.8 metre front, approx. 50 sq. meters
Lease period: To be negotiated 
Fixed yearly increase only 
MONTHLY RENT $1500 INCL. GST + OUTGOINGS",Available Now,Studio,"['0.7 km away', '0.7 km away', '11 km away']"
51A O'Connell Street North Melbourne VIC 3051,"$1,500 Per Week","[-37.8045402, 144.9575597]","['2 Beds', '2 Baths', '2 Parking']","Award winning warehouse apartment conversion in the old 'Allens Sweet Factory'. The apartment has finished being refurbished and can be furnished and equipped or unfurnished.The apartment is a large 3 level apartment, open plan with 2 bedrooms, one being a mezzanine, a large living area, roof top terrace with city views and 1 car space. The apartment is full of character and charm, is a very short",Available Now,Apartment / Unit / Flat,"['0.9 km away', '0.9 km away']"
8 Bevan Street Ormond VIC 3204,$1500 Per Week,"[-37.905404, 145.026462]","['4 Beds', '2 Baths', '3 Parking']",Samantha Middleton,Available Now,House,"['0.7 km away', '2.1 km away', '3.9 km away']"
72 Fitzgibbon Street Parkville VIC 3052,"$1,495","[-37.7946034, 144.9571934]","['4 Beds', '2 Baths', '− Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['0.3 km away', '0.7 km away']"
25A Flinders Street Queenscliff VIC 3225,"$1,500 pw","[-38.2711542, 144.6513737]","['5 Beds', '2 Baths', '3 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['0.6 km away', '12.1 km away']"
19 Norwood St Sandringham VIC 3191,"$1,500.00","[-37.9595824, 145.0120933]","['3 Beds', '2 Baths', '2 Parking']",Katie Pickering,Available Now,House,"['0.9 km away', '1 km away', '5.7 km away']"
1401/2-14 Albert Rd South Melbourne VIC 3205,"$1,500","[-37.83282639999999, 144.970907]","['3 Beds', '3 Baths', '2 Parking']","This superb three bedroom fully furnished apartment has all furnishings and appliances supplied.
The apartment comprises of an entrance hall, two bedrooms ( main bedroom has an ensuite bathroom and walk in robe), a third bedroom or study and a central bathroom.
 Upstairs there is an expansive living and dining room with glass doors to a balcony and floor to ceiling windows with spectacular views",Available Now,Apartment / Unit / Flat,"['1.1 km away', '2.6 km away', '2.8 km away']"
2702/89 Gladstone Street South Melbourne VIC 3205,$1500 per week,"[-37.8301549, 144.9500578]","['2 Beds', '2 Baths', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,Apartment / Unit / Flat,"['0.3 km away', '1 km away', '4.7 km away']"
7008/7 Riverside Quay Southbank VIC 3006,"$1,500","[-37.8213341, 144.9646982]","['3 Beds', '2 Baths', '2 Parking']","Immaculately presented throughout offering gourmet kitchen with granite benchtops and Gaggenau appliances, generous open plan living/dining area with three large double bedrooms, two bathrooms (ensuite and main) with Separate laundry room. City parking is made easy with basement level car space included. ","Thursday, 6th October 2022",Apartment / Unit / Flat,"['1.3 km away', '2.6 km away', '3.1 km away']"
1604/250 St Kilda Road Southbank VIC 3006,"$1,500","[-37.8259165, 144.9705248]","['3 Beds', '2 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,Apartment / Unit / Flat,"['1.8 km away', '2.8 km away', '2.9 km away']"
417/250 St Kilda Road Southbank VIC 3006,$1500 per week,"[-37.8255907, 144.9705826]","['3 Beds', '2 Baths', '2 Parking']","A stunningly 3 bedroom apartment located on the 4th floor in the highly sought Garden Tower of the Melburnian, known for luxury apartments and facilities, is now available to call home. 
Offering spacious open plan living with a superb kitchen, completed by quality stainless steel appliances including built in fridge. Filled with natural light the spacious lounge/dining area features superb city",Available Now,Apartment / Unit / Flat,"['1.6 km away', '2.8 km away', '2.9 km away']"
2803/63 Haig Street Southbank VIC 3006,"$1,500 per week","[-37.82776339999999, 144.9567525]","['2 Beds', '1 Bath', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,Apartment / Unit / Flat,"['0.3 km away', '1.6 km away', '4 km away']"
2403/14-16 The Esplanade St Kilda VIC 3182,"$1,500 per week","[-37.8650177, 144.9746821]","['3 Beds', '3 Baths', '2 Parking']","We welcome you to Melbourne's latest residential development by GURNER TM ""Saint Moritz"". With no expense spared on every detail within the building, be one of the city's most lavish resident's by calling this state of the arc building your home. The high level of architectural detail, amenity and in house service throughout this build is second to none and better yet, the first of its kind. Here",Available Now,Apartment / Unit / Flat,"['0.8 km away', '2.1 km away', '4.3 km away']"
1611/7 Riverside Quay Southbank VIC 3006,$1498pw - Stay 1 mth+,"[-37.8213341, 144.9646982]","['3 Beds', '2 Baths', '− Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Wednesday, 8th February 2023",Apartment / Unit / Flat,"['1.3 km away', '2.6 km away', '3.1 km away']"
15 Saturn Street Caulfield South VIC 3162,$1475 per week,"[-37.8970638, 145.0147623]","['4 Beds', '4 Baths', '2 Parking']","This stunning 4 bedroom plus study, 4 bathroom residence is a showcase of designer flair and wow factor. Accessed via an impressive decked front garden and paved pathway, flows through a series of large bedrooms with BIRs and an optional study to a vast poolside entertainer's paradise, complete with open plan granite kitchen, gas cooktop and luxury sitting room/diner. Natural light floods this","Tuesday, 8th November 2022",House,"['0.8 km away', '2.4 km away', '5.3 km away']"
501/8-10 New Street Richmond VIC 3121,"$1,400 per week","[-37.81359399999999, 144.992457]","['3 Beds', '3 Baths', '2 Parking']","***TO BOOK A TIME TO INSPECT, SIMPLY CLICK ON BOOK AN INSPECTION TIME OR EMAIL AGENT TO BE NOTIFIED OF INSPECTION TIMES. BY REGISTERING, YOU WILL BE INSTANTLY INFORMED OF ANY UPDATES, CHANGES OR CANCELLATIONS FOR YOUR APPOINTMENT. IF YOU DO NOT REGISTER FOR AN INSPECTION, ACCESS MAY NOT BE PROVIDED***",Available Now,Apartment / Unit / Flat,"['0.3 km away', '0.9 km away', '1 km away']"
53 Hambleton Street Albert Park VIC 3206,"$1,450.00","[-37.8459438, 144.9584503]","['4 Beds', '2 Baths', '− Parking', '188m² ']","A corner property offering second frontage to Mills Street, sunny north facing rear aspect and desirable proximity to the beach, trams and cafes. ",Available Now,House,"['0.2 km away', '1 km away', '1.8 km away']"
131 Beaconsfield Parade Albert Park VIC 3206,$1450 per week,"[-37.8491013, 144.9519795]","['4 Beds', '3 Baths', '3 Parking']","Live in a landmark, love its views. Outlooks over the bay and aspects across the city skyline provide this significant modern residence with visual surroundings that make daily life an utter delight. Elevated, light filled living/dining areas accompanied by a gleaming granite kitchen survey the bay while upstairs accommodation includes a main bedroom with ensuite and superb balcony panoramas. Two","Wednesday, 12th October 2022",House,"['0.5 km away', '0.7 km away', '1.6 km away']"
101/67 Well Street Brighton VIC 3186,"$1,450.00","[-37.9180768, 144.9978456]","['3 Beds', '2 Baths', '2 Parking']",Ben McDonald,Available Now,Apartment / Unit / Flat,"['0.5 km away', '1.9 km away', '5.7 km away']"
2 Wallace Grove Brighton VIC 3186,"$1,450.00","[-37.9209938, 144.9941229]","['4 Beds', '2 Baths', '2 Parking']",Tara Stewart,"Thursday, 20th October 2022",House,"['0.2 km away', '2.2 km away', '6 km away']"
3a Weber Street Brighton East VIC 3187,$1450 per week,"[-37.9038304, 145.0206817]","['4 Beds', '3 Baths', '3 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,Townhouse,"['0.5 km away', '1.8 km away', '4.4 km away']"
7/51-55 Goldsmith Street Elwood VIC 3184,"$1,450.00","[-37.8801035, 144.9848272]","['4 Beds', '3 Baths', '2 Parking']",Max D'Aloia,"Wednesday, 26th October 2022",House,"['0.2 km away', '0.3 km away', '6.1 km away']"
3 Kingston Street Hampton VIC 3188,"$1,450.00","[-37.9311879, 145.0134708]","['4 Beds', '2 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Thursday, 6th October 2022",House,"['0.9 km away', '1.3 km away', '4.3 km away']"
10 Rotherwood Street Richmond VIC 3121,"$1,450.00","[-37.8188791, 144.9917989]","['3 Beds', '3 Baths', '− Parking']","\A rare opportunity exits to lease this newly renovated three bedroom, three bathroom state of the art home located only a short stroll to bustling Bridge road and Epworth hospital.","Thursday, 10th November 2022",House,"['0.7 km away', '0.9 km away', '1 km away']"
74 Laity Street Richmond VIC 3121,$1450 per week,"[-37.8136215, 145.0037276]","['4 Beds', '3 Baths', '1 Parking', '194m² ']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Wednesday, 19th October 2022",House,"['0.3 km away', '0.4 km away', '0.4 km away']"
2001/1 ALMEIDA CRESCENT South Yarra VIC 3141,"$1,450.00 per week","[-37.8390089, 144.9954417]","['3 Beds', '2 Baths', '2 Parking']","OPEN FOR INSPECTIONS NOW AVAILABLE
Please contact Jack Parsons on 0430 444 214 or leasing@amity.com.au to organise a viewing, or see available inspection times below",Available Now,Apartment / Unit / Flat,"['1.4 km away', '1.4 km away', '2.5 km away']"
18/18 Curzon Street West Melbourne VIC 3003,"$1,450 per week","[-37.8043508, 144.9481504]","['3 Beds', '2 Baths', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,Apartment / Unit / Flat,"['0.7 km away', '1 km away']"
2801/7 Riverside Quay Southbank VIC 3006,$1449pw - Stay 1 mth+,"[-37.8213341, 144.9646982]","['2 Beds', '2 Baths', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Sunday, 30th October 2022",Apartment / Unit / Flat,"['1.3 km away', '2.6 km away', '3.1 km away']"
1 Marine Avenue St Kilda VIC 3182,"$1,395 per week","[-37.873865, 144.977457]","['5 Beds', '3 Baths', '2 Parking', '250m² ']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['1.1 km away', '1.1 km away', '5.2 km away']"
Portsea VIC 3944,LEASED,"[-38.3207377, 144.718304]","['4 Beds', '2 Baths', '4 Parking']",THIS PROPERTY HAS BEEN LEASED,Available Now,House,"['3.1 km away', '15.7 km away']"
82 Reed Street Albert Park VIC 3206,$1400 per week,"[-37.846725, 144.948226]","['3 Beds', '2 Baths', '1 Parking']","Be at home in this sleek and modern Victorian Cottage which has been redesigned to deliverer a stylish low maintenance environment with high quality finishes. Cleverly reconfigured and extended with fresh creative flair, it makes a great easy-living home with generous proportions and a flowing layout for in/outdoor entertaining.",Available Now,House,"['0.3 km away', '0.7 km away', '1.2 km away']"
58 Esplanade Brighton VIC 3186,"$1,400.00","[-37.9245238, 144.9876674]","['4 Beds', '2 Baths', '4 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['0.8 km away', '2.8 km away', '6.5 km away']"
1 Cosham St Brighton VIC 3186,"$1,400 per week","[-37.9060298, 144.9887003]","['5 Beds', '4 Baths', '3 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Monday, 28th November 2022",House,"['1.3 km away', '2.7 km away', '6.8 km away']"
2B Parklands Crescent Brighton East VIC 3187,"$1,400 per week","[-37.9159403, 145.0226836]","['4 Beds', '3 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,Townhouse,"['0.6 km away', '0.6 km away', '3.7 km away']"
16A Plunket Street Brighton East VIC 3187,"$1,400.00","[-37.92029670000001, 145.0146762]","['4 Beds', '3 Baths', '4 Parking']",Max D'Aloia,"Thursday, 13th October 2022",House,"['0.4 km away', '1.4 km away', '4.2 km away']"
10A Cummins Rd Brighton East VIC 3187,"$1,400.00","[-37.93062159999999, 145.0261702]","['4 Beds', '3 Baths', '2 Parking']",Stephanie Lindner,Available Now,Townhouse,"['1.3 km away', '1.7 km away', '3.2 km away']"
72/99 Spring Street Melbourne VIC 3000,UNDER APPLICATION,"[-37.812531, 144.973326]","['3 Beds', '2 Baths', '1 Parking']","This magnificent corner residence on the upper floors of the landmark tower designed by Moore &amp; Hammond represents CBD living at its finest. For the 50 years since its completion in 1971, '99 Spring Street' has been one of Melbourne's most exclusive addresses, home to media celebrities, politicians and leaders of industry. ",Available Now,Apartment / Unit / Flat,"['1.2 km away', '1.8 km away']"
1522/555 St Kilda Road Melbourne VIC 3004,$1400 per week,"[-37.8470517, 144.9806745]","['3 Beds', '2 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,Apartment / Unit / Flat,"['0.8 km away', '1.1 km away', '3.6 km away']"
3811/639 Lonsdale Street Melbourne VIC 3000,"$1,400","[-37.8148924, 144.9536021]","['2 Beds', '2 Baths', '1 Parking', '70m² ']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,Apartment / Unit / Flat,['2 km away']
2606/35 Spring Street Melbourne VIC 3000,"$1,400","[-37.8141725, 144.9740049]","['2 Beds', '2 Baths', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,Apartment / Unit / Flat,"['1.4 km away', '1.9 km away']"
5/90-110 Smythe Street Portarlington VIC 3223,"$1750 pw High, $1400 pw Low","[-38.1209242, 144.6521696]","['2 Beds', '1 Bath', '− Parking']",This self-contained two bedroom unit offers great accommodation in a country-style setting.,Available Now,Apartment / Unit / Flat,"['0.6 km away', '11.4 km away']"
7/90-110 Smythe Street Portarlington VIC 3223,"$1750 pw High, $1400 pw Low","[-38.1209242, 144.6521696]","['2 Beds', '1 Bath', '− Parking']",This self-contained two bedroom unit offers budget accommodation in a country-style setting.,Available Now,Apartment / Unit / Flat,"['0.6 km away', '11.4 km away']"
6/90-110 Smythe Street Portarlington VIC 3223,"$1750 pw High, $1400 pw Low","[-38.1209242, 144.6521696]","['2 Beds', '1 Bath', '− Parking']",This self-contained two bedroom unit offers great accommodation in a country-style setting.,Available Now,Apartment / Unit / Flat,"['0.6 km away', '11.4 km away']"
